PKLT_NM,TPKCT,NOW_PRK_VHCL_CNT,timestamp,weekday
천호역 공영주차장(시),1431,575,2024-10-20 03:30:01,Sunday
천호역 공영주차장(시),1431,574,2024-10-20 03:40:01,Sunday
천호역 공영주차장(시),1431,573,2024-10-20 03:50:01,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 04:00:04,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 04:10:08,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 04:20:04,Sunday
천호역 공영주차장(시),1431,571,2024-10-20 04:30:07,Sunday
천호역 공영주차장(시),1431,571,2024-10-20 04:40:05,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 04:50:02,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 05:00:04,Sunday
천호역 공영주차장(시),1431,571,2024-10-20 05:10:01,Sunday
천호역 공영주차장(시),1431,568,2024-10-20 05:20:06,Sunday
천호역 공영주차장(시),1431,570,2024-10-20 05:30:04,Sunday
천호역 공영주차장(시),1431,567,2024-10-20 05:40:01,Sunday
천호역 공영주차장(시),1431,564,2024-10-20 05:50:02,Sunday
천호역 공영주차장(시),1431,560,2024-10-20 06:00:01,Sunday
천호역 공영주차장(시),1431,556,2024-10-20 06:10:01,Sunday
천호역 공영주차장(시),1431,556,2024-10-20 06:20:01,Sunday
천호역 공영주차장(시),1431,558,2024-10-20 06:30:01,Sunday
천호역 공영주차장(시),1431,556,2024-10-20 06:40:01,Sunday
천호역 공영주차장(시),1431,558,2024-10-20 06:50:01,Sunday
천호역 공영주차장(시),1431,563,2024-10-20 07:00:07,Sunday
천호역 공영주차장(시),1431,566,2024-10-20 07:10:10,Sunday
천호역 공영주차장(시),1431,567,2024-10-20 07:20:01,Sunday
천호역 공영주차장(시),1431,570,2024-10-20 07:30:03,Sunday
천호역 공영주차장(시),1431,572,2024-10-20 07:40:02,Sunday
천호역 공영주차장(시),1431,575,2024-10-20 07:50:01,Sunday
천호역 공영주차장(시),1431,579,2024-10-20 08:00:02,Sunday
천호역 공영주차장(시),1431,576,2024-10-20 08:10:01,Sunday
천호역 공영주차장(시),1431,574,2024-10-20 08:20:05,Sunday
천호역 공영주차장(시),1431,578,2024-10-20 08:30:01,Sunday
천호역 공영주차장(시),1431,580,2024-10-20 08:40:01,Sunday
천호역 공영주차장(시),1431,591,2024-10-20 08:50:01,Sunday
천호역 공영주차장(시),1431,605,2024-10-20 09:00:02,Sunday
천호역 공영주차장(시),1431,615,2024-10-20 09:10:01,Sunday
천호역 공영주차장(시),1431,633,2024-10-20 09:20:09,Sunday
천호역 공영주차장(시),1431,646,2024-10-20 09:30:05,Sunday
천호역 공영주차장(시),1431,658,2024-10-20 09:40:05,Sunday
천호역 공영주차장(시),1431,680,2024-10-20 09:50:03,Sunday
천호역 공영주차장(시),1431,692,2024-10-20 10:00:03,Sunday
천호역 공영주차장(시),1431,705,2024-10-20 10:10:01,Sunday
천호역 공영주차장(시),1431,718,2024-10-20 10:20:04,Sunday
천호역 공영주차장(시),1431,720,2024-10-20 10:30:01,Sunday
천호역 공영주차장(시),1431,728,2024-10-20 10:40:01,Sunday
천호역 공영주차장(시),1431,753,2024-10-20 10:50:01,Sunday
천호역 공영주차장(시),1431,774,2024-10-20 11:00:02,Sunday
천호역 공영주차장(시),1431,786,2024-10-20 11:10:01,Sunday
천호역 공영주차장(시),1431,804,2024-10-20 11:20:08,Sunday
천호역 공영주차장(시),1431,827,2024-10-20 11:30:05,Sunday
