PKLT_NM,TPKCT,NOW_PRK_VHCL_CNT,timestamp,weekday
장안1동 공영주차장(시),71,68,2024-10-15 07:40:01,Tuesday
장안1동 공영주차장(시),71,69,2024-10-15 07:50:04,Tuesday
장안1동 공영주차장(시),71,68,2024-10-15 08:00:02,Tuesday
장안1동 공영주차장(시),71,68,2024-10-15 08:10:01,Tuesday
장안1동 공영주차장(시),71,68,2024-10-15 08:20:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 08:30:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 08:40:01,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 08:50:01,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 09:00:03,Tuesday
장안1동 공영주차장(시),71,68,2024-10-15 09:10:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 09:20:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 09:30:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 09:40:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 09:50:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 10:00:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 10:10:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 10:20:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 10:30:01,Tuesday
장안1동 공영주차장(시),71,64,2024-10-15 10:40:00,Tuesday
장안1동 공영주차장(시),71,63,2024-10-15 10:50:01,Tuesday
장안1동 공영주차장(시),71,62,2024-10-15 11:00:03,Tuesday
장안1동 공영주차장(시),71,60,2024-10-15 11:10:01,Tuesday
장안1동 공영주차장(시),71,60,2024-10-15 11:20:01,Tuesday
장안1동 공영주차장(시),71,61,2024-10-15 11:30:01,Tuesday
장안1동 공영주차장(시),71,61,2024-10-15 11:40:02,Tuesday
장안1동 공영주차장(시),71,61,2024-10-15 11:50:01,Tuesday
장안1동 공영주차장(시),71,61,2024-10-15 12:00:03,Tuesday
장안1동 공영주차장(시),71,62,2024-10-15 12:10:01,Tuesday
장안1동 공영주차장(시),71,63,2024-10-15 12:20:01,Tuesday
장안1동 공영주차장(시),71,62,2024-10-15 12:30:01,Tuesday
장안1동 공영주차장(시),71,63,2024-10-15 12:40:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 12:50:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 13:00:03,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 13:10:01,Tuesday
장안1동 공영주차장(시),71,64,2024-10-15 13:20:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 13:30:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 13:40:01,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 13:50:01,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 14:00:01,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 14:10:02,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 14:20:03,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 14:30:03,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 14:40:02,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 14:50:02,Tuesday
장안1동 공영주차장(시),71,67,2024-10-15 15:00:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 15:10:01,Tuesday
장안1동 공영주차장(시),71,64,2024-10-15 15:20:02,Tuesday
장안1동 공영주차장(시),71,63,2024-10-15 15:30:01,Tuesday
장안1동 공영주차장(시),71,63,2024-10-15 15:40:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 15:50:02,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 16:00:05,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 16:10:01,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 16:20:01,Tuesday
장안1동 공영주차장(시),71,66,2024-10-15 16:30:03,Tuesday
장안1동 공영주차장(시),71,65,2024-10-15 16:40:02,Tuesday
장안1동 공영주차장(시),71,62,2024-10-15 16:50:02,Tuesday
장안1동 공영주차장(시),71,62,2024-10-15 17:00:05,Tuesday
장안1동 공영주차장(시),71,60,2024-10-15 17:10:04,Tuesday
장안1동 공영주차장(시),71,59,2024-10-15 17:20:03,Tuesday
장안1동 공영주차장(시),71,59,2024-10-15 17:30:04,Tuesday
장안1동 공영주차장(시),71,59,2024-10-15 17:40:02,Tuesday
장안1동 공영주차장(시),71,59,2024-10-15 17:50:05,Tuesday
장안1동 공영주차장(시),71,59,2024-10-15 18:00:04,Tuesday
장안1동 공영주차장(시),71,58,2024-10-15 18:10:04,Tuesday
